"Date_Published","FIPS","Admin2","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Combined_Key"
"03-03-2020",NA,NA,"Hubei","China",2020-03-03 11:43:02,30.9756,112.2707,67217,2835,36208,28174,"Hubei, China"
"03-03-2020",NA,NA,NA,"South Korea",2020-03-03 09:43:02,35.907757,127.766922,5186,28,30,5128,"South Korea"
"03-03-2020",NA,NA,NA,"Italy",2020-03-03 20:03:06,41.87194,12.56738,2502,79,160,2263,"Italy"
"03-03-2020",NA,NA,NA,"Iran",2020-03-03 14:23:03,32.427908,53.688046,2336,77,291,1968,"Iran"
"03-03-2020",NA,NA,"Guangdong","China",2020-03-03 10:23:10,23.3417,113.4244,1350,7,1101,242,"Guangdong, China"
"03-03-2020",NA,NA,"Henan","China",2020-03-03 09:43:02,33.882,113.614,1272,22,1231,19,"Henan, China"
"03-03-2020",NA,NA,"Zhejiang","China",2020-03-03 12:33:02,29.1832,120.0934,1213,1,1093,119,"Zhejiang, China"
"03-03-2020",NA,NA,"Hunan","China",2020-03-03 13:03:04,27.6104,111.7088,1018,4,906,108,"Hunan, China"
"03-03-2020",NA,NA,"Anhui","China",2020-03-03 14:33:03,31.8257,117.2264,990,6,936,48,"Anhui, China"
"03-03-2020",NA,NA,"Jiangxi","China",2020-03-03 02:03:11,27.614,115.7221,935,1,870,64,"Jiangxi, China"
"03-03-2020",NA,NA,"Shandong","China",2020-03-03 07:53:03,36.3427,118.1498,758,6,511,241,"Shandong, China"
"03-03-2020",NA,NA,"Diamond Princess cruise ship","Others",2020-03-03 03:13:06,NA,NA,706,6,10,690,"Diamond Princess cruise ship, Others"
"03-03-2020",NA,NA,"Jiangsu","China",2020-03-03 11:03:09,32.9711,119.455,631,0,562,69,"Jiangsu, China"
"03-03-2020",NA,NA,"Chongqing","China",2020-03-03 23:13:05,30.0572,107.874,576,6,490,80,"Chongqing, China"
"03-03-2020",NA,NA,"Sichuan","China",2020-03-03 09:33:02,30.6171,102.7103,538,3,394,141,"Sichuan, China"
"03-03-2020",NA,NA,"Heilongjiang","China",2020-03-03 13:03:04,47.862,127.7615,480,13,366,101,"Heilongjiang, China"
"03-03-2020",NA,NA,"Beijing","China",2020-03-03 02:03:11,40.1824,116.4142,414,8,288,118,"Beijing, China"
"03-03-2020",NA,NA,"Shanghai","China",2020-03-03 03:43:02,31.202,121.4491,338,3,294,41,"Shanghai, China"
"03-03-2020",NA,NA,"Hebei","China",2020-03-03 09:33:02,37.8957,114.9042,318,6,300,12,"Hebei, China"
"03-03-2020",NA,NA,"Fujian","China",2020-03-03 13:43:03,26.0789,117.9874,296,1,260,35,"Fujian, China"
"03-03-2020",NA,NA,NA,"Japan",2020-03-03 20:03:06,36.204824,138.252924,293,6,43,244,"Japan"
"03-03-2020",NA,NA,"Guangxi","China",2020-03-03 00:23:14,23.8298,108.7881,252,2,202,48,"Guangxi, China"
"03-03-2020",NA,NA,"Shaanxi","China",2020-03-02 08:03:12,35.1917,108.8701,245,1,216,28,"Shaanxi, China"
"03-03-2020",NA,NA,NA,"France",2020-03-03 15:23:03,46.2276,2.2137,204,4,12,188,"France"
"03-03-2020",NA,NA,NA,"Germany",2020-03-03 20:03:06,51.165691,10.451526,196,0,16,180,"Germany"
"03-03-2020",NA,NA,"Yunnan","China",2020-03-03 03:43:02,24.974,101.487,174,2,169,3,"Yunnan, China"
"03-03-2020",NA,NA,"Hainan","China",2020-03-03 23:43:02,19.1959,109.7453,168,5,155,8,"Hainan, China"
"03-03-2020",NA,NA,NA,"Spain",2020-03-03 23:53:03,40.463667,-3.74922,165,1,2,162,"Spain"
"03-03-2020",NA,NA,"Guizhou","China",2020-03-02 01:13:06,26.8154,106.8748,146,2,114,30,"Guizhou, China"
"03-03-2020",NA,NA,"Tianjin","China",2020-03-03 11:43:02,39.3054,117.323,136,3,124,9,"Tianjin, China"
"03-03-2020",NA,NA,"Shanxi","China",2020-03-03 23:13:05,37.5777,112.2922,133,0,124,9,"Shanxi, China"
"03-03-2020",NA,NA,"Liaoning","China",2020-03-03 14:33:03,41.2956,122.6085,125,1,106,18,"Liaoning, China"
"03-03-2020",NA,NA,NA,"Singapore",2020-03-03 15:23:03,1.2833,103.8333,110,0,78,32,"Singapore"
"03-03-2020",NA,NA,"Hong Kong","China",2020-03-03 11:53:01,22.3,114.2,100,2,37,61,"Hong Kong, China"
"03-03-2020",NA,NA,"Jilin","China",2020-03-02 15:03:23,43.6661,126.1923,93,1,83,9,"Jilin, China"
"03-03-2020",NA,NA,"Gansu","China",2020-03-03 13:43:03,35.7518,104.2861,91,2,86,3,"Gansu, China"
"03-03-2020",NA,NA,"Xinjiang","China",2020-03-03 07:33:03,41.1129,85.2401,76,3,68,5,"Xinjiang, China"
"03-03-2020",NA,NA,"Inner Mongolia","China",2020-03-03 09:23:02,44.0935,113.9448,75,1,59,15,"Inner Mongolia, China"
"03-03-2020",NA,NA,"Ningxia","China",2020-03-02 01:33:02,37.2692,106.1655,74,0,69,5,"Ningxia, China"
"03-03-2020",NA,NA,NA,"Kuwait",2020-03-02 20:33:02,29.31166,47.481766,56,0,0,56,"Kuwait"
"03-03-2020",NA,NA,NA,"Switzerland",2020-03-03 16:43:02,46.8182,8.2275,56,0,2,54,"Switzerland"
"03-03-2020",NA,NA,NA,"United Kingdom",2020-03-03 15:13:26,55.3781,-3.436,51,0,8,43,"United Kingdom"
"03-03-2020",NA,NA,NA,"Bahrain",2020-03-02 20:33:02,26.0275,50.55,49,0,0,49,"Bahrain"
"03-03-2020",NA,NA,"Unassigned Location (From Diamond Princess)","United States",2020-03-02 19:53:03,NA,NA,45,0,0,45,"Unassigned Location (From Diamond Princess), United States"
"03-03-2020",NA,NA,NA,"Thailand",2020-03-02 06:23:04,15.870032,100.992541,43,1,31,11,"Thailand"
"03-03-2020",NA,NA,NA,"Taiwan",2020-03-03 06:43:02,23.7,121,42,1,12,29,"Taiwan"
"03-03-2020",NA,NA,NA,"Malaysia",2020-03-03 12:33:02,4.210484,101.975766,36,0,22,14,"Malaysia"
"03-03-2020",NA,NA,NA,"Iraq",2020-03-03 20:03:06,33.223191,43.679291,32,0,0,32,"Iraq"
"03-03-2020",NA,NA,NA,"Norway",2020-03-03 14:33:03,60.472,8.4689,32,0,0,32,"Norway"
"03-03-2020",NA,NA,NA,"United Arab Emirates",2020-03-03 23:43:02,23.424076,53.847818,27,0,5,22,"United Arab Emirates"
"03-03-2020",NA,NA,NA,"Netherlands",2020-03-03 15:13:26,52.1326,5.2913,24,0,0,24,"Netherlands"
"03-03-2020",NA,NA,NA,"Austria",2020-03-03 15:13:26,47.5162,14.5501,21,0,0,21,"Austria"
"03-03-2020",NA,NA,NA,"Sweden",2020-03-03 15:13:26,60.128161,18.643501,21,0,0,21,"Sweden"
"03-03-2020",NA,"King County","Washington","United States",2020-03-03 20:23:05,NA,NA,21,6,1,14,"King County, Washington, United States"
"03-03-2020",NA,"Toronto","Ontario","Canada",2020-03-03 20:03:08,NA,NA,19,0,2,17,"Toronto, Ontario, Canada"
"03-03-2020",NA,NA,"Qinghai","China",2020-02-21 04:43:02,35.7452,95.9956,18,0,18,0,"Qinghai, China"
"03-03-2020",NA,NA,NA,"Vietnam",2020-02-25 08:53:02,14.058324,108.277199,16,0,16,0,"Vietnam"
"03-03-2020",NA,NA,"New South Wales","Australia",2020-03-03 15:13:26,-33.8688,151.2093,13,0,4,9,"New South Wales, Australia"
"03-03-2020",NA,NA,NA,"Belgium",2020-03-03 15:13:26,50.8333,4.469936,13,0,1,12,"Belgium"
"03-03-2020",NA,NA,NA,"Lebanon",2020-03-02 20:53:02,33.8547,35.8623,13,0,0,13,"Lebanon"
"03-03-2020",NA,NA,NA,"Israel",2020-03-03 04:23:07,31.046051,34.851612,12,0,1,11,"Israel"
"03-03-2020",NA,NA,NA,"Oman",2020-03-03 15:23:03,21.512583,55.923255,12,0,2,10,"Oman"
"03-03-2020",NA,NA,"Queensland","Australia",2020-03-03 15:23:03,-27.4698,153.0251,11,0,1,10,"Queensland, Australia"
"03-03-2020",NA,NA,NA,"Iceland",2020-03-03 15:13:26,64.9631,-19.0208,11,0,0,11,"Iceland"
"03-03-2020","06085","Santa Clara","California","United States",2020-03-03 23:33:03,37.23104908,-121.6970462,11,0,1,10,"Santa Clara, California, United States"
"03-03-2020",NA,NA,"Macau","China",2020-03-03 12:33:02,22.1667,113.55,10,0,9,1,"Macau, China"
"03-03-2020",NA,NA,NA,"San Marino",2020-03-03 15:23:03,43.9424,12.4578,10,1,0,9,"San Marino"
"03-03-2020",NA,NA,"Victoria","Australia",2020-03-02 00:53:03,-37.8136,144.9631,9,0,4,5,"Victoria, Australia"
"03-03-2020",NA,NA,"British Columbia","Canada",2020-03-03 23:53:03,53.7267,-127.6476,9,0,3,6,"British Columbia, Canada"
"03-03-2020",NA,NA,NA,"Croatia",2020-03-03 09:53:08,45.1,15.2,9,0,0,9,"Croatia"
"03-03-2020",NA,NA,NA,"Ecuador",2020-03-03 15:13:26,-1.8312,-78.1834,7,0,0,7,"Ecuador"
"03-03-2020",NA,NA,NA,"Greece",2020-03-01 23:23:02,39.0742,21.8243,7,0,0,7,"Greece"
"03-03-2020",NA,NA,NA,"Qatar",2020-03-03 03:23:03,25.3548,51.1839,7,0,0,7,"Qatar"
"03-03-2020",NA,NA,NA,"Denmark",2020-03-03 15:13:26,56.2639,9.5018,6,0,0,6,"Denmark"
"03-03-2020",NA,NA,NA,"Finland",2020-03-01 23:23:02,61.92411,25.748151,6,0,1,5,"Finland"
"03-03-2020",NA,"Snohomish County","Washington","United States",2020-03-03 20:23:05,NA,NA,6,1,0,5,"Snohomish County, Washington, United States"
"03-03-2020",NA,NA,NA,"Algeria",2020-03-03 03:23:03,28.0339,1.6596,5,0,0,5,"Algeria"
"03-03-2020",NA,NA,NA,"Czechia",2020-03-03 15:13:26,49.8175,15.473,5,0,0,5,"Czechia"
"03-03-2020",NA,NA,NA,"India",2020-03-02 22:33:09,20.593684,78.96288,5,0,3,2,"India"
"03-03-2020",NA,NA,NA,"Mexico",2020-03-03 10:03:04,23.6345,-102.5528,5,0,1,4,"Mexico"
"03-03-2020",NA,NA,NA,"Pakistan",2020-03-03 04:33:03,30.3753,69.3451,5,0,0,5,"Pakistan"
"03-03-2020",NA,"Cook County","Illinois","United States",2020-03-02 20:33:02,NA,NA,4,0,2,2,"Cook County, Illinois, United States"
"03-03-2020",NA,NA,"South Australia","Australia",2020-02-29 02:03:10,-34.9285,138.6007,3,0,2,1,"South Australia, Australia"
"03-03-2020",NA,NA,NA,"Azerbaijan",2020-03-01 02:43:03,40.1431,47.5769,3,0,0,3,"Azerbaijan"
"03-03-2020",NA,NA,NA,"Georgia",2020-03-01 15:43:03,42.3154,43.3569,3,0,0,3,"Georgia"
"03-03-2020",NA,NA,NA,"Philippines",2020-02-12 07:43:02,12.879721,121.774017,3,1,1,1,"Philippines"
"03-03-2020",NA,NA,NA,"Romania",2020-03-03 00:23:16,45.9432,24.9668,3,0,0,3,"Romania"
"03-03-2020",NA,NA,NA,"Russia",2020-03-02 21:23:04,61.52401,105.318756,3,0,2,1,"Russia"
"03-03-2020",NA,NA,"Western Australia","Australia",2020-03-01 02:43:03,-31.9505,115.8605,2,1,0,1,"Western Australia, Australia"
"03-03-2020",NA,NA,NA,"Brazil",2020-02-29 21:03:05,-14.235,-51.9253,2,0,0,2,"Brazil"
"03-03-2020",NA,NA,NA,"Egypt",2020-03-01 23:33:03,26.820553,30.802498,2,0,1,1,"Egypt"
"03-03-2020",NA,NA,NA,"Estonia",2020-03-03 23:53:03,58.5953,25.0136,2,0,0,2,"Estonia"
"03-03-2020",NA,NA,NA,"Indonesia",2020-03-02 18:03:04,-0.7893,113.9213,2,0,0,2,"Indonesia"
"03-03-2020",NA,NA,NA,"Ireland",2020-03-03 23:53:03,53.1424,-7.6921,2,0,0,2,"Ireland"
"03-03-2020",NA,NA,NA,"Portugal",2020-03-03 15:33:02,39.3999,-8.2245,2,0,0,2,"Portugal"
"03-03-2020",NA,NA,NA,"Senegal",2020-03-03 23:53:03,14.4974,-14.4524,2,0,0,2,"Senegal"
"03-03-2020",NA,"Fulton County","Georgia","United States",2020-03-03 03:33:02,NA,NA,2,0,0,2,"Fulton County, Georgia, United States"
"03-03-2020",NA,"Grafton County","New Hampshire","United States",2020-03-03 23:33:03,NA,NA,2,0,0,2,"Grafton County, New Hampshire, United States"
"03-03-2020","12057","Hillsborough","Florida","United States",2020-03-03 18:33:02,27.9276559,-82.32013172,2,0,0,2,"Hillsborough, Florida, United States"
"03-03-2020","44007","Providence","Rhode Island","United States",2020-03-02 03:43:02,41.87064746,-71.57753536,2,0,0,2,"Providence, Rhode Island, United States"
"03-03-2020",NA,"Sacramento County","California","United States",2020-02-27 20:33:02,NA,NA,2,0,0,2,"Sacramento County, California, United States"
"03-03-2020","06069","San Benito","California","United States",2020-02-03 03:53:02,36.60308176,-121.069975,2,0,0,2,"San Benito, California, United States"
"03-03-2020",NA,"San Diego County","California","United States",2020-02-21 05:43:02,NA,NA,2,0,1,1,"San Diego County, California, United States"
"03-03-2020","06081","San Mateo","California","United States",2020-03-03 00:43:02,37.4228808,-122.3275546,2,0,0,2,"San Mateo, California, United States"
"03-03-2020",NA,"Washington County","Oregon","United States",2020-03-03 03:03:02,NA,NA,2,0,0,2,"Washington County, Oregon, United States"
"03-03-2020",NA,NA,NA,"Afghanistan",2020-02-24 23:33:02,33.93911,67.709953,1,0,0,1,"Afghanistan"
"03-03-2020",NA,NA,NA,"Andorra",2020-03-02 20:23:16,42.5063,1.5218,1,0,0,1,"Andorra"
"03-03-2020",NA,NA,NA,"Argentina",2020-03-03 17:43:02,-38.4161,-63.6167,1,0,0,1,"Argentina"
"03-03-2020",NA,NA,NA,"Armenia",2020-03-01 19:53:02,40.0691,45.0382,1,0,0,1,"Armenia"
"03-03-2020",NA,NA,"Tasmania","Australia",2020-03-02 20:53:02,-42.8821,147.3272,1,0,0,1,"Tasmania, Australia"
"03-03-2020",NA,NA,NA,"Belarus",2020-02-28 16:23:03,53.7098,27.9534,1,0,0,1,"Belarus"
"03-03-2020",NA,NA,NA,"Cambodia",2020-02-12 07:43:02,11.55,104.9167,1,0,1,0,"Cambodia"
"03-03-2020",NA,"Montreal","Quebec","Canada",2020-02-28 05:23:07,NA,NA,1,0,0,1,"Montreal, Quebec, Canada"
"03-03-2020",NA,"London","Ontario","Canada",2020-02-12 18:53:03,NA,NA,1,0,1,0,"London, Ontario, Canada"
"03-03-2020",NA,NA,NA,"Chile",2020-03-03 20:33:02,-35.6751,-71.543,1,0,0,1,"Chile"
"03-03-2020",NA,NA,NA,"Dominican Republic",2020-03-02 16:33:02,18.7357,-70.1627,1,0,0,1,"Dominican Republic"
"03-03-2020",NA,NA,NA,"Jordan",2020-03-03 15:33:02,31.24,36.51,1,0,0,1,"Jordan"
"03-03-2020",NA,NA,NA,"Latvia",2020-03-02 20:13:49,56.8796,24.6032,1,0,0,1,"Latvia"
"03-03-2020",NA,NA,NA,"Lithuania",2020-02-28 16:23:03,55.1694,23.8813,1,0,0,1,"Lithuania"
"03-03-2020",NA,NA,NA,"Luxembourg",2020-03-03 00:23:16,49.8153,6.1296,1,0,0,1,"Luxembourg"
"03-03-2020",NA,NA,"Tibet","China",2020-02-12 06:43:02,31.6927,88.0924,1,0,1,0,"Tibet, China"
"03-03-2020",NA,NA,NA,"Monaco",2020-02-29 00:33:01,43.7333,7.4167,1,0,0,1,"Monaco"
"03-03-2020",NA,NA,NA,"Morocco",2020-03-03 15:33:02,31.7917,-7.0926,1,0,0,1,"Morocco"
"03-03-2020",NA,NA,NA,"Nepal",2020-02-12 14:43:03,28.1667,84.25,1,0,1,0,"Nepal"
"03-03-2020",NA,NA,NA,"New Zealand",2020-02-28 16:23:03,-40.9006,174.886,1,0,0,1,"New Zealand"
"03-03-2020",NA,NA,NA,"Nigeria",2020-02-28 16:23:03,9.082,8.6753,1,0,0,1,"Nigeria"
